"id","output_set_id","input_id","data"
"1332","4","449","{""data"": [[1005.5245901639344, 190.9508196721311]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1333","4","25006","{""data"": [[155.0058139534884, 37.79069767441861]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1334","4","25006","{""data"": [[213.87209302325584, 168.6046511627907]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1335","4","25006","{""data"": [[667.3604651162791, 29.069767441860467]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1336","4","450","{""data"": [[74.7, 157.128384279476]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1337","4","450","{""data"": [[437.4, 299.3676855895197]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1338","4","450","{""data"": [[1023.3, 153.4812227074236]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1339","4","25007","{""data"": [[66.07758620689654, 203.64655172413796]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1340","4","25007","{""data"": [[514.1379310344827, 307.7413793103448]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1341","4","25007","{""data"": [[1005.6465517241378, 213.6034482758621]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1342","4","451","{""data"": [[28.06034482758621, 45.580786026200855]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1343","4","451","{""data"": [[554.8706896551724, 105.18777292576416]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1344","4","451","{""data"": [[1015.603448275862, 61.17030567685586]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1345","4","25008","{""data"": [[19.91379310344827, 37.62931034482757]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1346","4","25008","{""data"": [[616.4224137931034, 227.71551724137927]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1347","4","25008","{""data"": [[859.9137931034481, 98.2758620689655]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1348","4","452","{""data"": [[16.137931034482758, 16.831877729257624]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1349","4","452","{""data"": [[119.5862068965517, 49.94978165938863]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1350","4","452","{""data"": [[224.4827586206896, 14.73580786026199]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1351","4","453","{""data"": [[89.61206896551725, 20.334061135371144]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1352","4","453","{""data"": [[464.35344827586215, 189.06768558951964]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1353","4","453","{""data"": [[1030.086206896552, 24.91921397379909]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1354","4","25009","{""data"": [[134.87068965517238, 164.22413793103448]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1355","4","25009","{""data"": [[474.31034482758616, 370.6034482758621]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1356","4","25009","{""data"": [[878.0172413793102, 334.3965517241379]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1357","4","25010","{""data"": [[38.475, 30.29568965517241]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1358","4","25010","{""data"": [[247.6551724137931, 93.0939655172414]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1359","4","25010","{""data"": [[471.87155172413793, 55.503448275862056]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1360","4","455","{""data"": [[55.628847833907145, 233.29508196721312]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1361","4","455","{""data"": [[522.7963795672952, 363.8956780923994]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1362","4","455","{""data"": [[986.6584806516264, 242.22503725782417]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1363","4","25011","{""data"": [[20.17241379310345, 79.91379310344828]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1364","4","25011","{""data"": [[441.4655172413793, 210.25862068965515]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1365","4","25011","{""data"": [[879.051724137931, 74.48275862068965]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1366","4","456","{""data"": [[45.99646693046914, 241.0253353204173]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1367","4","456","{""data"": [[513.3169869983041, 405.6542473919523]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1368","4","456","{""data"": [[1022.059098617606, 248.55737704918033]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1369","4","457","{""data"": [[49.907497815920664, 146.05067064083457]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1370","4","457","{""data"": [[333.08302071021114, 264.53055141579733]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1371","4","457","{""data"": [[687.6040649570892, 192.25037257824144]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1372","4","25012","{""data"": [[58.836206896551715, 172.3706896551724]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1373","4","25012","{""data"": [[468.8793103448275, 271.0344827586207]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1374","4","25012","{""data"": [[1002.9310344827584, 163.3189655172414]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1375","4","458","{""data"": [[39.827586206896555, 14.443231441048034]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1376","4","458","{""data"": [[519.5689655172414, 265.7096069868996]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1377","4","458","{""data"": [[1025.5603448275865, 62.1288209606987]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1378","4","25013","{""data"": [[54.731034482758616, 112.02413793103447]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1379","4","25013","{""data"": [[499.6413793103448, 236.49310344827583]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1380","4","25013","{""data"": [[987.806896551724, 150.86551724137934]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1381","4","459","{""data"": [[20.81896551724138, 26.978165938864635]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1382","4","459","{""data"": [[566.6379310344828, 245.23144104803495]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1383","4","459","{""data"": [[966.7241379310344, 15.056768558951944]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1384","4","25014","{""data"": [[45.25862068965517, 31.293103448275843]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1385","4","25014","{""data"": [[522.2844827586206, 268.44827586206895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1386","4","25014","{""data"": [[1004.7413793103448, 30.387931034482747]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1387","4","461","{""data"": [[31.85975641091528, 271.77347242921013]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1388","4","461","{""data"": [[523.8584716583586, 440.6199701937407]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1389","4","461","{""data"": [[1016.9987152474432, 275.2429210134128]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1390","4","462","{""data"": [[23.65, 27.348471615720513]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1391","4","462","{""data"": [[213.25775862068963, 74.4419213973799]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1392","4","462","{""data"": [[446.9034482758621, 24.869868995633183]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1393","4","463","{""data"": [[216.9094827586207, 193.49082969432317]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1394","4","463","{""data"": [[541.8310344827587, 316.37205240174677]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1395","4","463","{""data"": [[632.1362068965518, 196.1816593886463]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1396","4","464","{""data"": [[55.63275862068965, 72.49257641921396]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1397","4","464","{""data"": [[421.3163793103448, 161.84628820960694]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1398","4","464","{""data"": [[649.953448275862, 86.92663755458513]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1399","4","25015","{""data"": [[105.8139534883721, 119.0406976744186]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1400","4","25015","{""data"": [[511.7732558139535, 304.2151162790698]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1401","4","25015","{""data"": [[881.1046511627908, 121.07558139534883]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1402","4","465","{""data"": [[183.57730998509683, 206.76005961251863]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1403","4","465","{""data"": [[488.72578241430693, 341.94932935916546]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1404","4","465","{""data"": [[953.8073770491804, 175.94485842026828]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1405","4","25016","{""data"": [[25.344827586206893, 32.25]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1406","4","25016","{""data"": [[545.8189655172413, 196.99137931034485]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1407","4","25016","{""data"": [[939.5689655172412, 19.57758620689654]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1408","4","466","{""data"": [[72.41379310344828, 200.50218340611357]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1409","4","466","{""data"": [[505.0862068965518, 303.2096069868996]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1410","4","466","{""data"": [[1019.2241379310344, 197.75109170305677]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1411","4","25017","{""data"": [[18.9, 16.97500000000001]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1412","4","25017","{""data"": [[429.3, 133.75]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1413","4","25017","{""data"": [[716.1750000000001, 27.10000000000001]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1414","4","467","{""data"": [[565.848275862069, 78.31441048034935]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1415","4","467","{""data"": [[650.5931034482759, 140.9170305676856]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1416","4","467","{""data"": [[779.4758620689655, 93.517903930131]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1417","4","25018","{""data"": [[44.353448275862064, 34.86206896551724]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1418","4","25018","{""data"": [[543.103448275862, 168.8275862068965]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1419","4","25018","{""data"": [[981.206896551724, 12.232758620689651]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1420","4","468","{""data"": [[33.674636415026434, 151.5827123695976]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1421","4","468","{""data"": [[337.9551942545865, 246.32190760059612]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1422","4","468","{""data"": [[702.6602600339174, 137.73621460506706]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1423","4","25019","{""data"": [[53.405172413793096, 44.870689655172384]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1424","4","25019","{""data"": [[534.0517241379309, 194.22413793103445]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1425","4","25019","{""data"": [[961.2931034482756, 41.249999999999986]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1426","4","25020","{""data"": [[39.82758620689655, 200.94827586206893]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1427","4","25020","{""data"": [[540.3879310344827, 218.14655172413788]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1428","4","25020","{""data"": [[1006.5517241379308, 172.88793103448273]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1429","4","470","{""data"": [[52.50000000000001, 197.75109170305677]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1430","4","470","{""data"": [[486.0775862068966, 296.79039301310047]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1431","4","470","{""data"": [[994.7844827586208, 189.49781659388643]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1432","4","25021","{""data"": [[64.26724137931033, 65.5603448275862]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1433","4","25021","{""data"": [[531.3362068965516, 242.06896551724137]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1434","4","25021","{""data"": [[960.3879310344826, 146.1206896551724]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1435","4","25023","{""data"": [[21.483620689655172, 25.22586206896554]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1436","4","25023","{""data"": [[332.1698275862069, 126.0336206896552]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1437","4","25023","{""data"": [[604.846551724138, 26.32758620689657]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1438","4","471","{""data"": [[36.20689655172414, 32.13318777292575]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1439","4","471","{""data"": [[455.3017241379311, 166.93668122270742]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1440","4","471","{""data"": [[989.3534482758624, 83.48689956331879]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1441","4","25024","{""data"": [[18.901724137931037, 49.38534482758621]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1442","4","25024","{""data"": [[291.98189655172416, 94.65]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1443","4","25024","{""data"": [[555.1137931034483, 55.85172413793104]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1444","4","472","{""data"": [[20.43270466108227, 311.9225037257824]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1445","4","472","{""data"": [[505.43514569093986, 347.3919523099851]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1446","4","472","{""data"": [[1036.775399558045, 312.9657228017884]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1447","4","473","{""data"": [[27.15655994655431, 117.29508196721314]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1448","4","473","{""data"": [[366.77300991828974, 230.3248882265276]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1449","4","473","{""data"": [[731.6501875738733, 144.30849478390465]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1450","4","25025","{""data"": [[38.01724137931034, 19.189655172413808]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1451","4","25025","{""data"": [[598.3189655172413, 180.3103448275862]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1452","4","25025","{""data"": [[977.5862068965516, 59.01724137931038]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1453","4","474","{""data"": [[70.88943419497404, 243.07004470938895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1454","4","474","{""data"": [[529.1189166966442, 300.4470938897168]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1455","4","474","{""data"": [[982.1997533275093, 234.7242921013413]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1456","4","25026","{""data"": [[67.88372093023258, 118.36046511627907]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1457","4","25026","{""data"": [[532.1424418604652, 335.69476744186045]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1458","4","25026","{""data"": [[990.279069767442, 172.4389534883721]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1459","4","475","{""data"": [[89.61206896551725, 172.99126637554585]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1460","4","475","{""data"": [[475.2155172413794, 373.82096069869]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1461","4","475","{""data"": [[1018.3189655172416, 179.410480349345]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1462","4","25027","{""data"": [[162.9310344827586, 223.0603448275862]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1463","4","25027","{""data"": [[525.905172413793, 280.0862068965517]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1464","4","25027","{""data"": [[864.4396551724136, 234.82758620689657]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1465","4","476","{""data"": [[12.67241379310345, 167.58733624454152]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1466","4","476","{""data"": [[523.1896551724138, 227.19432314410489]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1467","4","476","{""data"": [[1037.3275862068967, 195.0982532751092]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1468","4","477","{""data"": [[28.06034482758621, 23.47598253275112]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1469","4","477","{""data"": [[533.1465517241379, 152.77729257641923]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1470","4","477","{""data"": [[1023.75, 6.969432314410497]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1471","4","25028","{""data"": [[71.13448275862069, 59.52758620689654]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1472","4","25028","{""data"": [[204.33017241379312, 136.83189655172413]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1473","4","25028","{""data"": [[368.37500000000006, 64.97155172413791]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1474","4","478","{""data"": [[73.31896551724138, 34.342794759825324]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1475","4","478","{""data"": [[515.9482758620691, 113.20742358078604]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1476","4","478","{""data"": [[1012.8879310344828, 43.51310043668124]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1477","4","479","{""data"": [[81.81227195642117, 323.91952309985095]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1478","4","479","{""data"": [[552.780975384141, 352.7123695976155]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1479","4","479","{""data"": [[890.782221594121, 46.274217585692995]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1480","4","480","{""data"": [[25.603448275862068, 112.2052401746725]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1481","4","480","{""data"": [[432.1551724137931, 185.3056768558952]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1482","4","480","{""data"": [[876.7241379310345, 85.48034934497817]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1483","4","25029","{""data"": [[83.27586206896551, 67.9051724137931]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1484","4","25029","{""data"": [[515.9482758620688, 238.98275862068965]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1485","4","25029","{""data"": [[967.6293103448274, 60.66379310344827]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1486","4","481","{""data"": [[30.17241379310345, 92.1943231441048]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1487","4","481","{""data"": [[432.219827586207, 179.31222707423584]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1488","4","481","{""data"": [[829.7413793103449, 78.43886462882095]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1489","4","25030","{""data"": [[25.436046511627907, 193.3139534883721]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1490","4","25030","{""data"": [[554.5058139534884, 350]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1491","4","25030","{""data"": [[1017.4418604651164, 194.3313953488372]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1492","4","482","{""data"": [[44.35344827586207, 239.9344978165939]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1493","4","482","{""data"": [[540.3879310344828, 373.82096069869]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1494","4","482","{""data"": [[990.2586206896552, 228.9301310043668]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1495","4","25031","{""data"": [[204.56896551724137, 26.637931034482772]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1496","4","25031","{""data"": [[599.2241379310344, 178.70689655172413]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1497","4","25031","{""data"": [[745.8620689655171, 132.54310344827587]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1498","4","483","{""data"": [[82.7710506706408, 94.0447093889717]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1499","4","483","{""data"": [[403.31985842026825, 218.2131147540984]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1500","4","483","{""data"": [[797.8414679582713, 83.75856929955292]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1501","4","25032","{""data"": [[46.80232558139535, 164.82558139534885]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1502","4","25032","{""data"": [[558.5755813953489, 334.73837209302326]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1503","4","25032","{""data"": [[973.6918604651164, 184.15697674418604]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1504","4","484","{""data"": [[98.07428439282586, 240.97466467958267]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1505","4","484","{""data"": [[501.62073462151176, 404.7138599105811]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1506","4","484","{""data"": [[982.4204095791148, 246.12369597615495]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1507","4","485","{""data"": [[78.75000000000001, 65.57641921397378]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1508","4","485","{""data"": [[516.8534482758621, 237.0611353711791]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1509","4","485","{""data"": [[979.396551724138, 58.24017467248906]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1510","4","25033","{""data"": [[93.6046511627907, 178.05232558139537]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1511","4","25033","{""data"": [[504.65116279069775, 324.5639534883721]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1512","4","25033","{""data"": [[983.8662790697674, 186.1918604651163]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1513","4","486","{""data"": [[13.577586206896552, 11.25327510917029]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1514","4","486","{""data"": [[537.6724137931036, 91.03493449781658]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1515","4","486","{""data"": [[1021.9396551724138, 28.676855895196496]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1516","4","25034","{""data"": [[29.50581395348831, 112.64534883720933]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1517","4","25034","{""data"": [[314.3895348837209, 268.8953488372093]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1518","4","25034","{""data"": [[679.9418604651163, 247.093023255814]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1519","4","487","{""data"": [[31.17426383678503, 197.79433681073027]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1520","4","487","{""data"": [[447.1848501978519, 317.13859910581226]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1521","4","487","{""data"": [[745.394419034894, 205.3055141579732]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1522","4","25035","{""data"": [[32.74418604651163, 209.8139534883721]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1523","4","25035","{""data"": [[492.7209302325582, 291.5203488372093]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1524","4","25035","{""data"": [[1000.107558139535, 221.9186046511628]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1525","4","488","{""data"": [[38.01724137931035, 62.0305676855895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1526","4","488","{""data"": [[542.1982758620691, 226.17903930131004]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1527","4","488","{""data"": [[965.8189655172416, 54.694323144104786]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1528","4","25036","{""data"": [[86.89655172413792, 263.7931034482759]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1529","4","25036","{""data"": [[513.2327586206895, 350.6896551724138]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1530","4","25036","{""data"": [[979.3965517241378, 254.74137931034485]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1531","4","489","{""data"": [[13.577586206896552, 25.22489082969433]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1532","4","489","{""data"": [[526.8103448275863, 131.60043668122273]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1533","4","489","{""data"": [[1038.2327586206898, 21.55676855895196]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1534","4","25037","{""data"": [[15.387931034482756, 17.50000000000003]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1535","4","25037","{""data"": [[507.80172413793093, 273.66379310344826]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
